web-scraper-order,web-scraper-start-url,name,name-href,imgs-src,desc,sunlight,soil,maintenance,characteristics
1520335392-7159,http://www.gardening.cornell.edu/homegardening/scenee139.html,Zinnia (medium height cultivars),http://www.gardening.cornell.edu/homegardening/scene7e05.html,images/garden/photos_garden/Asteraceae/Zinnia/elegans/medium_height/whole_thumb.jpg,This easy-to-grow garden classic delivers blooms in nearly every color of the rainbow.  Plant where air circulation is good to avoid late-season disease problems.,full sun,requires well-drained soil,"Deadhead to prolong blooming. Pinch back regularly to keep bushy. Late in the season, the plants are often badly covered with unsightly mildew, and should be removed.  



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Mexico.



	



	



	



	







	Attracts:



	



	



	butterflies



	



	hummingbirds



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	direct-seeding"
1520335505-7214,http://www.gardening.cornell.edu/homegardening/scenee139.html,Silvermound,http://www.gardening.cornell.edu/homegardening/scene7fc0.html,images/garden/photos_garden/Asteraceae/Artemisia/schmidtiana/whole_thumb.jpg,Striking and distinctive with finely cut silver leaves that form a dense mound of foliage. Very showy against green foliage of other garden plants.,full sun,tolerates droughty soil,"Avoid watering as moist soil and high humidity cause rot. Space plants for good air circulation.Remove blooms to prevent foliage deterioration.When plants open up in summer, cut back to new growth.  This can be done gradually if drastic cutting detracts from garden aesthetics.



	



	","Tolerates:



	



	



		



		



	



	heat



	



		



	







	







	Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Japan



	evergreen"
1520335530-7226,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Rockcress, Wall",http://www.gardening.cornell.edu/homegardening/sceneabee.html,images/garden/photos_garden/Brassicaceae/Arabis/caucasica/whole_thumb.jpg,"Tiny, fragrant white flowers grace this dainty, cool-season alpine.  Perfect for rock gardens, the front of garden borders, and spilling over rock walls.",full sun,tolerates droughty soil,"Deadhead and cut the plants back after flowering to encourage healthy foliage growth.  Unpruned plants develop long bare branches with leaves only at the ends.  Pruning helps performance the following year, but don't prune in fall.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to the Mediterranean and Asia Minor



	



	fragrant



	 - Blooms have a sweet fragrance.



	



	



	



	Special uses:"
1520335719-7318,http://www.gardening.cornell.edu/homegardening/scenee139.html,Gas Plant,http://www.gardening.cornell.edu/homegardening/scene4faf.html,images/garden/photos_garden/Rutaceae/Dictamnus/albus/flower_thumb.jpg,"While slow to get established, this perennial classic is long-lived and low maintenance.  Grows about 3 feet tall and features shiny, aromatic leaves and erect spikes of scented white flowers.  (Caution:  Flowers and foliage cause skin rash in some individuals.)",full sun,requires well-drained soil,"Caution:  Flowers and foliage can cause skin rash.Slow to establish and dislikes disturbance.  Also slow to emerge in spring so mark its location by leaving plant intact overwinter.Do not deadhead as star-shaped seedheads are add interest.  Does not need staking.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe, Asia



	



	fragrant



	 - Foliage, flowers, and seeds are all strongly fragrant. The seeds have a citrus scent.



	bears ornamental fruit



	 - Short-lived flowers give way to attractive, star-like seedpods.



	



	



	Special uses:"
1520335575-7248,http://www.gardening.cornell.edu/homegardening/scenee139.html,Morning Glory,http://www.gardening.cornell.edu/homegardening/scene7b64.html,images/garden/photos_garden/Convolvulaceae/Ipomoea/purpurea/flower_thumb.jpg,Morning Glory is an old fashioned favorite prized for its quick growing climbing habits and deep-blue trumpet-shaped flowers. New varieties with different flower colors have added extra interest to this classic plant.,full sun,requires well-drained soil,"Install trellis or stakes before planting. 



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Self-seeds easily. Can become a weedy nuisance.



		non-invasive



		



		



	



	native to North America



	 - North America



	



	



	



	







	Attracts:



	



	



	



	hummingbirds



	



	



	



	Special uses:



	



	



	



	



	



	direct-seeding"
1520335489-7206,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Solomon's Seal, Small",http://www.gardening.cornell.edu/homegardening/scene915b.html,images/garden/photos_garden/Liliaceae/Polygonatum/biflorum/flower_thumb.jpg,"This shade-loving native perennial is grown mainly for its arching form, ribbed foliage, rows of small, bell-like, white flowers and blue-black fruit.",full shade,tolerates droughty soil,"Mulch to keep the soil cooler in the summer months.  Seldom needs division.  Divide in spring.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Eastern North America



	



	



	bears ornamental fruit



	 - Berries are bluish-black and last into fall."
1520335966-7323,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Flax, Perennial",http://www.gardening.cornell.edu/homegardening/scene12cf.html,images/garden/photos_garden/Linaceae/Linum/perenne/flower_thumb.jpg,"This clump-forming perennial requires well-drained soil and has blue flowers that last up to 12 weeks from early to midsummer. It is short-lived, but readily self-seeds.",full sun,tolerates droughty soil,"Needs to be trimmed back after flowering to avoid leggy appearance and encourage new growth and flowering.  Plant in masses to create spread. 



	



	","Tolerates:



	



	



		



		



	



	heat



	



		



	







	Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		 - Self-seeds, but not aggressively.



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe and temperate Asia."
1520336687-7335,http://www.gardening.cornell.edu/homegardening/scenee139.html,Dame’s Rocket,http://www.gardening.cornell.edu/homegardening/scenecd89.html,images/garden/photos_garden/Brassicaceae/Hesperis/matronalis/whole_thumb.jpg,"This attractive non-native has phlox-like purple or white flowers.  It is a biennial, but behaves like a perennial because it is an aggressive reseeder.  Some consider it an invasive species, especially in wet sites with rich soil.",full sun,requires well-drained soil,"Cut back to basal foliage after flowers fade to prevent self-seeding. May require staking. Keep soil moist but not soggy.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-sows prolifically.



		invasive



		 - Has naturalized in North America and is now commonly considered a wildflower.  Considered a noxious weed by New York State.



		



	



	not native to North America



	 - Native to Europe east to Siberia and China.



	



	fragrant



	



	



	







	Attracts:



	



	beneficial insects



	 - Flowers attract moths.



	



	



	



	



	Special uses:



	



	



	cut flowers - Double-flowered varieties in particular.



	



	



	



	



	



	







	



	wildflowers"
1520335906-7322,http://www.gardening.cornell.edu/homegardening/scenee139.html,Fountain Grass (annual),http://www.gardening.cornell.edu/homegardening/sceneb606.html,images/garden/photos_garden/Poaceae/Pennisetum/setaceum/whole_thumb.jpg,"One of the few annual ornamental grasses, Fountain Grass provides a showy and attractive mound foliage with arching, plumed flowerheads.  The flowerheads are lighter than the foliage, providing a unique contrast.  Reddish-colored varieties are particularly striking and far superior to the species.",full sun,requires well-drained soil,"Remove the foliage after it loses its appearance after a hard frost.



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Self-seeds prolifically.



		non-invasive



		



		



	



	not native to North America



	 - Native to Africa"
1520335692-7305,http://www.gardening.cornell.edu/homegardening/scenee139.html,Golden Marguerite,http://www.gardening.cornell.edu/homegardening/scene1084.html,images/garden/photos_garden/Asteraceae/Anthemis/tinctoria/whole_thumb.jpg,"Easy to grow and tolerant of poor soils, this perennial bears brilliant yellow, daisy-like flowers from June until August.",full sun,tolerates droughty soil,"May require staking, especially in rich soil.  Pinch or shear plants early in the season to make them bushier and reduce flopping.Deadhead to prevent self-seeding and encourage continued blooming.  Plants can put so much energy into seed production that they die. Cut back in late summer to encourage basal growth for overwintering.




	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Aggressively reseeds if not deadheaded thoroughly.



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe



	



	



	



	



	



	Special uses:



	



	



	cut flowers"
1520335485-7204,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Spurge, Cushion",http://www.gardening.cornell.edu/homegardening/sceneae30.html,images/garden/photos_garden/Euphorbiaceae/Euphorbia/polychroma/whole_thumb.jpg,"Long-lived, drought-tolerant and non-spreading, this mounded clump-forming plant is one of the best for borders.  Bears dense, flattened yellow flower in the spring, and is one of the few perennials with showy fall foliage.",full sun,tolerates droughty soil,"Cut the plants back by a third after flowering to prevent self-seeding and encourage bushy growth. Caution:  Milky sap can cause skin irritation.Leave the dried foliage for winter interest and cut down it down in spring.Does not like to be disturbed. Can go a decade or more without needing division.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds if not deadheaded.



		non-invasive



		



		



	



	not native to North America



	 - Native to central and southern Europe and to Asia Minor"
1520335407-7166,http://www.gardening.cornell.edu/homegardening/scenee139.html,Willow Blue Star,http://www.gardening.cornell.edu/homegardening/scenec68d.html,images/garden/photos_garden/Apocynaceae/Amsonia/tabernaemontana/whole_thumb.jpg,"Delicate, pale blue, star-like blooms and graceful, upright foliage (turning yellow in fall) make this eastern U.S. native a low-maintenance beauty.  Chosen by the American Horticultural Society as one of the 75 Great Plants for American Gardens.",full sun,requires well-drained soil,"Cut back by a third to a half after flowering to maintain shape and keep plants from flopping over, especially in shady plantings.  Deadhead or remove seedpods to prevent self-seeding.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Eastern U.S."
1520338549-7366,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Celosia, Crested",http://www.gardening.cornell.edu/homegardening/scenede70.html,images/garden/photos_garden/Amaranthaceae/Celosia/argentea/var_cristata/whole_thumb.jpg,"The dense, rippling flower heads of this plant resemble cockscombs, and bring unusual style and bright color to the garden and dried floral arrangements alike.",full sun,requires well-drained soil,"May need staking. Requires regular watering. Plants purchased in cell-packs with crowded roots may develop slowly or may not develop at all if the crowded roots stop growing.



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	



	



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	dried flowers"
1520335600-7260,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Loosestrife, Purple",http://www.gardening.cornell.edu/homegardening/scene54c9.html,images/garden/photos_garden/Lythraceae/Lythrum/salicaria/whole_thumb.jpg,"While it is temptingly attractive, this plant is highly invasive and should only be planted in areas where it is known to not be invasive. Purple Loosestrife is a serious plant pest in most parts of New York State, and has done much to upset the ecology of native wetland habitates.  Gayfeather (Liatris sp.) is a good substitute for this plant, as it has a similar appearance and is not invasive.",full sun,tolerates damp soil,null,"Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		



		invasive



		 - A highly invasive plant that has already infested moist areas in most of the northeastern United States. Prefers wetlands, and has done much to destroy already fragile populations of native plants. 



		



	



	not native to North America



	 - Native to Europe, Asia."
1520335678-7298,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Hosta, Curled Leaf",http://www.gardening.cornell.edu/homegardening/scene8838.html,images/garden/photos_garden/Liliaceae/Hosta/crispula/whole_thumb.jpg,"This shade-loving plant is most popular for its wide variety of plant size and foliage texture, shape, and color.  Colors range from blue to greens to yellow, and textures can be smooth or puckered.  It makes a good groundcover for moist, shady areas.",part shade,requires well-drained soil,"Hostas are generally easy to take care of as long as they are given partial shade and ample moisture.  Curled leaf hosta needs to be protected from too much sun and wind.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Japan."
1520335655-7287,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Iris, Dwarf Bearded",http://www.gardening.cornell.edu/homegardening/scene3333.html,images/garden/photos_garden/Iridaceae/Iris/danfordiae/whole_thumb.jpg,"Small but showy, Dwarf Bearded Iris brings sunshine to the garden in the late winter and early spring, when it produces its showy yellow blooms. Plant in masses in sunny areas, rock gardens, or at the front of a border.",full sun,requires well-drained soil,"Make sure soil is well-drained during summer dormancy.



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Turkey



	



	fragrant



	 - Blooms are sweetly fragrant.



	



	



	



	Special uses:"
1520336987-7340,http://www.gardening.cornell.edu/homegardening/scenee139.html,Daffodil (tazetta cultivars),http://www.gardening.cornell.edu/homegardening/sceneaad6.html,images/garden/photos_garden/Amaryllidaceae/Narcissus/sp/Tazetta_cultivars/flower_thumb.jpg,"Flowering in spring, daffodils are reliable, easy to grow, deer-resistant and great for naturalizing. Tazetta Narcissus plants bear many flowers per stem, nearly two dozen small flowers or up to four larger flowers. The flowers have open perianths and small cups.",full sun,requires well-drained soil,"Deadhead the plants to keep appearance tidy. Do not cut back the plants until the foliage begins to fade (about 6 weeks). Apply low-nitrogen, high-potassium fertilizer after blooming if bloom performance was poor.



	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection.



	



	fragrant



	 - Most cultivars have sweetly scented blooms.



	



	



	



	Special uses:



	



	



	cut flowers - Some varieties are especially long lasting.



	



	



	



	



	



	







	



		



	



	naturalistic garden"
1520335544-7233,http://www.gardening.cornell.edu/homegardening/scenee139.html,Poppy Mallow,http://www.gardening.cornell.edu/homegardening/scened598.html,images/garden/photos_garden/Malvaceae/Callirhoe/involucrata/whole_thumb.jpg,"Tolerant of dry sites and poor soil, this low-growing perennial delights the eyes with long-lasting wine-colored blooms throughout the  summer.  Good for borders, rock gardens, natural settings and as a groundcover.",full sun,tolerates droughty soil,"Provide good drainage.  Overwatering can cause crown rot.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	native to North America



	 - Western North America"
1520335399-7162,http://www.gardening.cornell.edu/homegardening/scenee139.html,Yellow Archangel,http://www.gardening.cornell.edu/homegardening/sceneb75a.html,images/garden/photos_garden/Lamiaceae/Lamiastrum/galeobdolon/whole_thumb.jpg,"A shade-loving and fast-spreading groundcover with showy, deeply toothed, dark green leaves (often mottled with silver in newer varieties) and yellow flowers in summer.  Use care in siting as plants spread aggressively under favorable conditions.  Great for shady spots where little else will grow.",part shade,requires well-drained soil,"Cut back to check growth. Trim back to 6 to 8 inches after flowering to keep looking neat and promote healthy growth.Keep soil moist, especially during dry spells.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Spreads rapidly by rhizomes or stolons and may choke out less vigorous plants.



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe.



	evergreen



	 - Semi-evergreen, particularly where winters are mild.



	fragrant



	 - Leaves have unpleasant odor when crushed. 



	



	



	



	Special uses:"
1520337288-7345,http://www.gardening.cornell.edu/homegardening/scenee139.html,Daffodil (cyclamineus cultivars),http://www.gardening.cornell.edu/homegardening/scene469a.html,images/garden/photos_garden/Amaryllidaceae/Narcissus/sp/cyclamineus_cultivars/whole_thumb.jpg,"Flowering in spring, daffodils are reliable, easy to grow, deer-resistant and great for naturalizing.  Cyclamineus Daffodils have nodding blooms with strongly reflexed perianths and long cups. Flowers come in a  wide variety of shades of red, orange, yellow, green, white, and pink.",full sun,requires well-drained soil,"Deadhead the plants to keep appearance tidy. Do not cut back the plants until the foliage begins to fade (about 6 weeks). Apply low-nitrogen, high-potassium fertilizer after blooming if bloom performance was poor.



	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection.



	



	fragrant



	 - Some cultivars have sweetly scented blooms.



	



	



	



	Special uses:



	



	



	cut flowers - Some varieties are especially long-lasting.



	



	



	



	



	



	







	



		



	



	naturalistic garden"
1520335711-7314,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Geranium, Common",http://www.gardening.cornell.edu/homegardening/scene5582.html,images/garden/photos_garden/Geraniaceae/Pelargonium/x_hortorum/whole_thumb.jpg,"These annuals come in a wide range of bold colors that grab attention over long distances.  They are the standard for containers or untended, hot, sunny spots where you want a long season of color.  Readily available at retail outlets.",full sun,tolerates droughty soil,"Deadhead to prolong flowering. Keep soil moist but never soggy. Fertilize regularly.



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to South Africa"
1520337948-7356,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Columbine, Hybrid",http://www.gardening.cornell.edu/homegardening/scene37a5.html,images/garden/photos_garden/Ranunculaceae/Aquilegia/x_hybrida/whole_thumb.jpg,"Similar to the native Canada Columbine, these hybrids have dainty fern-like foliage and masses of showy, spurred blooms.  But hybrid columbines come in a wider range of colors, and bear larger, upright flowers, often on more compact plants.",full sun,requires well-drained soil,"Deadhead to prolong bloom and prevent self-seeding.  (Hybrids do not breed true from seed.)Cut to ground if foliage becomes unsightly or infected by leafminers. New foliage will regrow if conditions are favorable.  Keep soil moist during summer dry spells.Plant near other garden plants that will mask plants after blooming has finished. Taller varieties may require staking.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Self-seeds if not deadheaded.



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection.



	



	



	



	



	



	Special uses:



	



	



	cut flowers - Cut when flowers just open. Soak in warm water for 1 hour, then arrange.



	



	



	



	dried flowers - The dried seed pods are attractive in arrangments."
1520335663-7291,http://www.gardening.cornell.edu/homegardening/scenee139.html,Impatiens,http://www.gardening.cornell.edu/homegardening/scene237b.html,images/garden/photos_garden/Balsaminaceae/Impatiens/walleriana/whole_thumb.jpg,"A classic favorite for adding abundant color to hard-to-plant shady areas. Impatiens seldom fail to please with its mounding growth habit and colorful flowers in shades of pink, white, red, purple, and orange.  Does not perform well in sunny locations where it needs too much water.",part shade,requires well-drained soil,"Pinch back the plants to keep them bushy. Keep medium moist but not soggy.  Avoid sunny locations as plants will require too much water.



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - African rainforests"
1520335522-7222,http://www.gardening.cornell.edu/homegardening/scenee139.html,Salvia,http://www.gardening.cornell.edu/homegardening/scene4e82.html,images/garden/photos_garden/Lamiaceae/Salvia/splendens/whole_thumb.jpg,"Flaming red is the signature color of this striking, fragrant plant.  Bears flowers in profusion on tall, erect spikes. Newer hybrids with pink, purple or white flowers add to the appeal of this long-time garden favorite.",full sun,requires well-drained soil,"Remove dead flowers to prevent self-sowing if desired.



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		 - Self-seeds some, but not usually a problem.



		non-invasive



		



		



	



	not native to North America



	 - Native to Brazil.



	



	fragrant



	 - Foliage has a light, pleasant fragrance.



	



	



	



	Special uses:"
1520335409-7167,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Violet, Sweet",http://www.gardening.cornell.edu/homegardening/scenef803.html,images/garden/photos_garden/Violaceae/Viola/odorata/whole_thumb.jpg,The sweet scent of the Garden Violet’s dainty blooms brings the essence of springtime to the garden.  Spreads by rhizomes and self-seeding.,full sun,requires well-drained soil,"Keep the soil moist but not soggy.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		 - Spreads by rhizomes and self-seeding, but not too hard to contain.



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe, Asia.



	



	fragrant



	 - Flowers have a unique pleasing fragrance.



	



	



	



	Special uses:"
1520337528-7349,http://www.gardening.cornell.edu/homegardening/scenee139.html,Cosmos (C. sulphureus),http://www.gardening.cornell.edu/homegardening/scene4d85.html,images/garden/photos_garden/Asteraceae/Cosmos/sulphureus/whole_thumb.jpg,"A tall annual that fills space rapidly, Cosmos is renowned for its profuse blooms and generous self-seeding habit.  Perfect for providing large splashes of warm colors in the garden.",full sun,requires well-drained soil,"May require staking. May be weedy due to self seeding. Deadhead to prolong flowering.



	



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Self-seeds prolifically.



		non-invasive



		



		



	



	native to North America



	 - North and South America



	



	



	



	







	Attracts:



	



	



	butterflies



	



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	direct-seeding



	







	



	wildflowers"
1520335786-7320,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Foxglove, Yellow",http://www.gardening.cornell.edu/homegardening/scene0430.html,images/garden/photos_garden/Scrophulariaceae/Digitalis/grandiflora/whole_thumb.jpg,"The toughest and most reliable of the foxgloves, this long-lived perennial grow up to 3 feet tall bearing large yellow flowers with brown spots on the inside.",part shade,requires well-drained soil,"Keep soil moist but not soggy.Cut flower stems back to lateral bud when stalks begins to fade, then cut flower stem off entirely down to basal rosette after blooming has ceased.Pinched plants will not develop large flower spike, but will produce several smaller ones that aren't nearly as spectacular.



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		 - Will self-seed under favorable conditions.



		non-invasive



		



		



	



	not native to North America



	 - Native to central and southern Europe, Siberia and Asia Minor



	



	



	



	



	



	Special uses:



	



	



	cut flowers"
1520337047-7341,http://www.gardening.cornell.edu/homegardening/scenee139.html,Daffodil (poeticus cultivars),http://www.gardening.cornell.edu/homegardening/scene4131.html,images/garden/photos_garden/Amaryllidaceae/Narcissus/sp/Poeticus_cultivars/whole_thumb.jpg,"Flowering in spring, daffodils are reliable, easy to grow, deer-resistant and great for naturalizing. Poeticus Daffodil blooms have wide, white, open perianths and small, red rimmed cups. The blooms are generally fragrant.",full sun,requires well-drained soil,"Deadhead the plants to keep appearance tidy. Do not cut back the plants until the foliage begins to fade (about 6 weeks). Apply low-nitrogen, high-potassium fertilizer after blooming if bloom performance was poor.



	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Product of horticultural selection.



	



	fragrant



	 - Most cultivars have sweetly scented blooms.



	



	



	



	Special uses:



	



	



	cut flowers - Some varieties are especially long lasting.



	



	



	



	



	



	







	



		



	



	naturalistic garden"
1520335532-7227,http://www.gardening.cornell.edu/homegardening/scenee139.html,Queen of the Prairie,http://www.gardening.cornell.edu/homegardening/scened624.html,images/garden/photos_garden/Rosaceae/Filipendula/rubra/flower_thumb.jpg,"Tall and sturdy -- yet delicate-looking -- this native bears fluffy heads of tiny pink blooms above its ferny, toothed leaves. Prefers moist alkaline soil.",full sun,requires well-drained soil,"Strong stems rarely need staking, except in high wind areas. Do not deadhead, as the faded flower heads are decorative and it does little to encourage rebloom.Keep soil moist, especially during heat and drought.  Plant in soil high in organic matter and water-holding capacity.Cut plants back severely in late summer if foliage becomes unsightly. Seldom needs division and best left undisturbed.  If division needed to help control spread, divide in fall.



	



	","Special characteristics:



	



	



	



		



		aggressive



		 - Spreads rapidly by creeping roots.



		non-invasive



		



		



	



	native to North America



	 - Eastern North America



	



	fragrant



	 - Pleasant, sweet fragrance.



	



	



	



	Special uses:



	



	



	



	



	



	







	



	



	bog garden"
1520336447-7331,http://www.gardening.cornell.edu/homegardening/scenee139.html,Delphinium (Elatum Group),http://www.gardening.cornell.edu/homegardening/scene645f.html,images/garden/photos_garden/Ranunculaceae/Delphinium/sp/Elatum_Group/flower_thumb.jpg,"Growing up to 8 feet tall, Elatum Group Delphiniums bear dense, erect spikes of blooms in shades of violet, blue, pink and/or white.  They are very showy, but short-lived and require considerable effort for best results.",full sun,requires well-drained soil,"Almost always requires staking. Protect from strong winds. Heavy feeder.  Benefits from fertilizer and/or compost in spring and summer.If diseases are a problem, thin to 3 to 5 stems per plant when plants are about 6 inches tall. Do not pinch back later or plants may not flower, but you can remove lateral flower spikes to encourage larger main flower spike.Remove faded flower spikes back to nearest new lateral flower spike. When blooming has ceased in the early summer, cut plants back to basal foliage to encourage rebloom in the fall. Cut back flower stalks in fall but leave basal leaves.



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Europe



	



	



	



	



	



	Special uses:



	



	



	cut flowers"
1520337408-7347,http://www.gardening.cornell.edu/homegardening/scenee139.html,Crown Imperial,http://www.gardening.cornell.edu/homegardening/scene6e36.html,images/garden/photos_garden/Liliaceae/Fritillaria/imperialis/whole_thumb.jpg,"Exotic and tropical in appearance, the tall and stately Crown Imperial is a spectacular addition to the spring border. Each plant has one erect stem with whorls of glossy green leaves, topped with a whorl of tubular, pendulous blooms in shades of red, orange, or yellow.",full sun,requires well-drained soil,"Be sure to plant in very-well-drained soil as bulbs are very prone to rot.  Can be planted on their sides or in coarse sand or perlite to reduce chances of rot.



	



	



	



	","Special characteristics:



	



	deer resistant



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to Asia



	



	fragrant



	 - Foliage has a musky odor that some gardeners like and others strongly dislike. The odor is reputed to deter squirrels.



	



	



	



	Special uses:"
1520338128-7359,http://www.gardening.cornell.edu/homegardening/scenee139.html,Cleome,http://www.gardening.cornell.edu/homegardening/scene03a6.html,images/garden/photos_garden/Capparidaceae/Cleome/hasslerana/whole_thumb.jpg,"A tall annual that fills space rapidly, the delicate, spidery blooms and lacy foliage of Cleome provide a natural backdrop for annual gardens and building structures.",full sun,tolerates droughty soil,"May require staking. Deadhead to prevent self-seeding.  It tends to get leggy on its lower stems, and other plants should be planted near its base to hide this. The stems are often covered with spines.Plants purchased in cell-packs with crowded roots may develop slowly or may not grow at all if the crowded roots stop growing.



	



	



	","Tolerates:



	



	



		



		



	



	heat



	



		



	







	Special characteristics:



	



	deer resistant



	



	



	



		



		aggressive



		 - Self-seeds readily.



		non-invasive



		



		



	



	not native to North America



	 - Caribbean



	



	fragrant



	 - Has a strong fragrance, which some people find offensive. Plant away from living areas. Aroma may be too strong to use as a cut flower in closed rooms.



	



	







	Attracts:



	



	beneficial insects



	



	butterflies



	



	hummingbirds



	



	



	



	Special uses:



	



	



	cut flowers



	



	



	



	



	



	direct-seeding"
1520335552-7237,http://www.gardening.cornell.edu/homegardening/scenee139.html,Pineapple Lily,http://www.gardening.cornell.edu/homegardening/scene6896.html,images/garden/photos_garden/Liliaceae/Eucomis/bicolor/whole_thumb.jpg,"Exotic and unusual, Pineapple Lily produces a basal rosette of strap-like leaves, and later a thick, erect flower stem covered with small star-like blooms and topped with a rosette of leaves.  A tender, nonhardy plant.  Dig and store bulbs overwinter.",full sun,requires well-drained soil,"Start bulbs indoors in potting mix with sand added for drainage. Place in a warm, well-lit location, and keep moist but not soggy. After frost danger has passed, place the plants outdoors in beds or pots. After blooming has finished, before frost danger begins, dig the plants and overwinter them in a cool, well-ventilated location.



	



	



	



	



	



	","Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Native to South Africa"
1520335557-7239,http://www.gardening.cornell.edu/homegardening/scenee139.html,"Petunia, Wave Hybrids",http://www.gardening.cornell.edu/homegardening/sceneee03.html,images/garden/photos_garden/Solanaceae/Petunia/x_hybrida/WAVE/whole_thumb.jpg,"Wave Petunias are a popular group of hybrids valued for their large, colorful blooms and unique creeping growing habit. Spreading up to 4 feet, these plants add huge mats of color to gardens and containers.  Unlike most petunias, these bloom without getting leggy by midseason.",full sun,requires well-drained soil,"Wave hybrids don't need deadheading or cutting back like many other petunias.  Fertilize every two weeks until midsummer.



	



	



	","Tolerates:



	



	



	frost



	



	



		



		



		



	







	







	Special characteristics:



	



	



	



		



		non-aggressive



		



		non-invasive



		



		



	



	not native to North America



	 - Hybrid with South American parents.



	



	



	



	







	Attracts:



	



	



	butterflies



	 - Attracts moths.



	hummingbirds"
